EMD_CD,gu,gu_code,EMD_NM,area_m2,centroid_lon,centroid_lat,infra_score,security_score,transport_score,quiet_score,youth_score
1156011800,영등포구,1156000000,도림동,587545.5704389618,126.90047217562,37.50910207414695,0.5112,0.7699,0.6094,0.9212,0.2859
1156011200,영등포구,1156000000,당산동2가,162849.83310617524,126.89370546571018,37.52248372157011,0.5591,0.7088,0.6789,0.8734,0.4768
1156011500,영등포구,1156000000,당산동5가,289600.2761349213,126.90119982774672,37.53208720060292,0.5705,0.7487,0.6911,0.801,0.5526
1156011600,영등포구,1156000000,당산동6가,166855.81653314276,126.9028857894396,37.53465926069859,0.6456,0.0,0.5924,0.801,0.5818
1156010600,영등포구,1156000000,영등포동5가,94969.22676590506,126.9066803358528,37.52107505264404,0.5289,0.7117,0.5665,0.6816,0.6139
1156010500,영등포구,1156000000,영등포동4가,194527.67914208048,126.90357747453773,37.5178906792656,0.8301,0.7334,0.6193,0.6816,0.576
1156010900,영등포구,1156000000,영등포동8가,158237.5179373419,126.90529409019337,37.52829992019615,0.662,0.7205,0.6847,0.6816,0.5869
1159010800,동작구,1159000000,대방동,1533561.851942115,126.9279905557539,37.50687419275931,0.4787,0.6893,0.5882,0.7847,0.4008
1159010900,동작구,1159000000,신대방동,1659771.6854133997,126.91718653710208,37.492675859079206,0.5662,0.7488,0.5224,0.8883,0.3296
1159010500,동작구,1159000000,흑석동,1675755.0893430177,126.96234892295423,37.50550338784172,0.489,0.6579,0.5428,0.816,0.5108
1159010700,동작구,1159000000,사당동,3290562.623142278,126.97231491980328,37.48562407323345,0.5346,0.761,0.5265,0.8345,0.3508
1159010600,동작구,1159000000,동작동,2131769.339987519,126.97387271772908,37.49921652085839,0.1022,0.3329,0.2901,0.8442,0.2939
1159010200,동작구,1159000000,상도동,3558375.7010701858,126.94406594014302,37.49873664083114,0.5202,0.7492,0.6001,0.7415,0.4235
1159010400,동작구,1159000000,본동,757110.3982620673,126.95365756479455,37.51244868343774,0.3243,0.6144,0.5832,0.8374,0.5766
1159010100,동작구,1159000000,노량진동,1466337.8661334773,126.94189575920952,37.51161118747217,0.5752,0.7222,0.5271,0.7894,0.5122
1159010300,동작구,1159000000,상도1동,315088.17736157123,126.95064190993637,37.50327371989668,0.6248,0.8235,0.674,0.7438,0.5997
1162010100,관악구,1162000000,봉천동,8153210.464724782,126.9534848749602,37.47797011172628,0.5327,0.7847,0.5278,0.81,0.4757
1162010200,관악구,1162000000,신림동,18133324.38720854,126.93581197327092,37.4631974854471,0.4398,0.7128,0.4215,0.8325,0.4153
1162010300,관악구,1162000000,남현동,3276651.84547419,126.97776058230032,37.46410195703465,0.322,0.5435,0.1214,0.8963,0.3437
1165010900,서초구,1165000000,내곡동,8275608.863898122,127.07677826766934,37.458117247085816,0.0842,0.2519,0.1479,0.8766,0.2528
1165010400,서초구,1165000000,원지동,5124062.850022307,127.04862987554183,37.44332011624713,0.1373,0.2214,0.0268,0.7354,0.238
1165010200,서초구,1165000000,양재동,4071196.3496464207,127.0374621389249,37.47198270443036,0.5346,0.7194,0.4798,0.6572,0.3242
1165011100,서초구,1165000000,신원동,2751468.9044679445,127.06214566541766,37.44417268191133,0.3032,0.4756,0.3395,0.8766,0.3109
1165010100,서초구,1165000000,방배동,6685180.8282547705,126.99311848893194,37.4794915653936,0.4972,0.7565,0.5114,0.6762,0.3352
1165010300,서초구,1165000000,우면동,4138110.192294656,127.01794406817116,37.46593428426778,0.3107,0.5309,0.3319,0.6502,0.3145
1165011000,서초구,1165000000,염곡동,1645961.651620911,127.05365133097376,37.46369554257005,0.1928,0.3411,0.2848,0.8766,0.3381
1165010800,서초구,1165000000,서초동,6399490.73237439,127.0167948220163,37.48838938652859,0.5813,0.7385,0.5593,0.5993,0.3894
1165010700,서초구,1165000000,반포동,4789329.163068052,127.00074603048556,37.50397536739648,0.5572,0.6974,0.436,0.7194,0.3626
1165010600,서초구,1165000000,잠원동,3007778.292754354,127.00909327522196,37.51510002941103,0.4976,0.6334,0.397,0.8546,0.3181
1168010600,강남구,1168000000,대치동,3792437.051832669,127.06334504252312,37.499189248174886,0.6151,0.7592,0.4604,0.6782,0.4716
1168010300,강남구,1168000000,개포동,5430800.765679168,127.06262704624818,37.480290955748494,0.4048,0.6725,0.4067,0.8059,0.2926
1168011100,강남구,1168000000,세곡동,2422147.645202247,127.10459738017174,37.46436245885617,0.339,0.5752,0.4129,0.7266,0.3859
1168011300,강남구,1168000000,율현동,1267236.875399661,127.11207104063124,37.47081201487131,0.3029,0.5515,0.3167,0.7266,0.4201
1168011400,강남구,1168000000,일원동,3095973.227196896,127.082867060563,37.48805847367385,0.4053,0.6564,0.4097,0.8053,0.2919
1168011200,강남구,1168000000,자곡동,2678389.9838921907,127.100368942906,37.47627751966972,0.31,0.5106,0.2891,0.7266,0.3806
1168011500,강남구,1168000000,수서동,2625210.283704997,127.09671760028048,37.4858754852671,0.4134,0.5918,0.3617,0.8639,0.2346
1168011800,강남구,1168000000,도곡동,2041355.158975801,127.04527580020492,37.488590683905535,0.5929,0.7505,0.4862,0.7569,0.3578
1168010700,강남구,1168000000,신사동,1718427.8432264104,127.02649462901871,37.52380884496628,0.6778,0.8329,0.4142,0.7205,0.4012
1168011000,강남구,1168000000,압구정동,2686044.864505654,127.02847628329924,37.53073941418818,0.472,0.5014,0.2254,0.7205,0.3776
1168010500,강남구,1168000000,삼성동,3190517.346903122,127.05612750767084,37.51397619522755,0.6355,0.7692,0.4362,0.6436,0.3777
1168010800,강남구,1168000000,논현동,2717265.4813285656,127.03171223784292,37.51367912522054,0.6548,0.8519,0.4477,0.6705,0.4406
1168010100,강남구,1168000000,역삼동,3497174.771144243,127.03854881517545,37.500078406703615,0.6973,0.8136,0.4898,0.2358,0.5123
1168010400,강남구,1168000000,청담동,2333502.9649676657,127.05047760946633,37.52439932418597,0.5365,0.753,0.3633,0.7314,0.3225
1171011300,송파구,1171000000,거여동,2389657.925095936,127.14498574789148,37.48972654838171,0.4591,0.6422,0.4643,0.7102,0.3873
1171010900,송파구,1171000000,장지동,2716558.392858356,127.13206427465724,37.47686933029585,0.3952,0.5548,0.4988,0.7259,0.4149
1171010800,송파구,1171000000,문정동,2608057.420710288,127.12256330821188,37.48558503579397,0.575,0.6088,0.5163,0.7759,0.354
1171011100,송파구,1171000000,방이동,4465321.831759843,127.12539131216384,37.51567501790246,0.4878,0.5423,0.368,0.8039,0.3765
1171011200,송파구,1171000000,오금동,1648776.375006302,127.13402008014675,37.504005119485896,0.5129,0.6599,0.5141,0.8207,0.2725
1171010700,송파구,1171000000,가락동,3429705.622882095,127.11840449229494,37.49568693812324,0.5521,0.5958,0.4715,0.7938,0.2919
1171010100,송파구,1171000000,잠실동,5210962.916275381,127.08339239511088,37.51196373287971,0.5703,0.5062,0.339,0.7128,0.3908
1171011400,송파구,1171000000,마천동,1467899.1021176872,127.1527434523841,37.49849421971768,0.4793,0.7365,0.4737,0.9409,0.1439
1171010300,송파구,1171000000,풍납동,2353585.95655712,127.11399186066916,37.5332137098853,0.4532,0.6653,0.4128,0.8211,0.2355
1171010400,송파구,1171000000,송파동,1317948.36279951,127.11354688803846,37.50510758029396,0.6127,0.7042,0.4734,0.8623,0.4075
1171010200,송파구,1171000000,신천동,4348007.098159457,127.09897171568234,37.52392317667971,0.4799,0.368,0.2749,0.7304,0.3383
1171010600,송파구,1171000000,삼전동,953442.154832866,127.09188836765408,37.50190201898812,0.5847,0.738,0.416,0.8539,0.4098
1171010500,송파구,1171000000,석촌동,946914.3443481156,127.10251283372897,37.50272624919384,0.6135,0.7549,0.4868,0.8724,0.3892
1174010200,강동구,1174000000,고덕동,4011089.948282872,127.1582307363493,37.56382229676406,0.4099,0.5743,0.432,0.8806,0.3469
1174010600,강동구,1174000000,둔촌동,2462934.9543647696,127.14471491313088,37.52825408657839,0.4313,0.6047,0.4495,0.8593,0.2784
1174010900,강동구,1174000000,천호동,3061623.818718531,127.12762004998145,37.54437690516253,0.5793,0.789,0.4515,0.7642,0.2897
1174010300,강동구,1174000000,상일동,2920730.705876587,127.16963996291751,37.55110316210898,0.4243,0.5502,0.478,0.0,0.0
1174010800,강동구,1174000000,성내동,1957705.04337562,127.12899181732688,37.53049369178981,0.6079,0.7994,0.567,0.8693,0.3111
1174010500,강동구,1174000000,길동,1612791.420063285,127.14592860012736,37.539616160065215,0.5378,0.741,0.5083,0.69,0.2576
1174011000,강동구,1174000000,강일동,2267708.8061173144,127.17338400006793,37.56891590041028,0.3535,0.4623,0.4991,0.7291,0.3206
1174010100,강동구,1174000000,명일동,1572131.8379957117,127.15080992628818,37.5490536469177,0.5718,0.6693,0.5133,0.8591,0.291
1174010700,강동구,1174000000,암사동,4692446.044217444,127.13106705274686,37.55780594694546,0.4092,0.6265,0.3039,0.8368,0.245
